HMDB	Formula	Mass	InchiKey	Inchi	SMILES	HMDB Name
HMDB00286	C15H24N2O17P2	566.0550204	HSCJRCZFDFQWRP-LPTOLDDLSA-N	1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8-,9-,10+,11-,12-,13-,14?/m0/s1	OC[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O	Uridine diphosphate glucose
HMDB01348	C41H84N2O6P	731.6066999	LKQLRGMMMAHREN-YJFXYUILSA-O	1S/C41H83N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h32,34,39-40,44H,6-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/p+1/b34-32+/t39-,40+/m0/s1	CCCCCCCCCCCCCCCCCC(=O)N[C@@]([H])(COP(O)(=O)OCC[N+](C)(C)C)[C@]([H])(O)\C=C\CCCCCCCCCCCCC	SM(d18:1/18:0)
HMDB00271	C3H7NO2	89.04767847	FSYKKLYZXJSNPZ-UHFFFAOYSA-N	1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	CNCC(O)=O	Sarcosine
HMDB00729	C4H8O3	104.0473441	BWLBGMIXKSTLSX-UHFFFAOYSA-N	1S/C4H8O3/c1-4(2,7)3(5)6/h7H,1-2H3,(H,5,6)	CC(C)(O)C(O)=O	Alpha-Hydroxyisobutyric acid
HMDB00162	C5H9NO2	115.0633285	ONIBWKKTOPOVIA-BYPYZUCNSA-N	1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	OC(=O)[C@@H]1CCCN1	L-Proline
HMDB01366	C5H4N4	120.0435961	KDCGOANMDULRCW-UHFFFAOYSA-N	1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)	N1C=NC2=C1C=NC=N2	Purine
HMDB00267	C5H7NO3	129.0425931	ODHCTXKNWHHXJC-VKHMYHEASA-N	1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1	OC(=O)[C@@H]1CCC(=O)N1	Pyroglutamic acid
HMDB00687	C6H13NO2	131.0946287	ROHFNLRQFUQHCH-YFKPBYRVSA-N	1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	CC(C)C[C@H](N)C(O)=O	L-Leucine
HMDB00699	C7H9N2O	137.0714879	LDHMAVIPBRSVRG-UHFFFAOYSA-O	1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1	C[N+]1=CC=CC(=C1)C(N)=O	1-Methylnicotinamide
HMDB03701	C9H10N2	146.0843983	LJUQGASMPRMWIW-UHFFFAOYSA-N	1S/C9H10N2/c1-6-3-8-9(4-7(6)2)11-5-10-8/h3-5H,1-2H3,(H,10,11)	CC1=CC2=C(C=C1C)N=CN2	Dimethylbenzimidazole
HMDB00703	C8H8O3	152.0473441	IWYDHOAUDWTVEP-ZETCQYMHSA-N	1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)/t7-/m0/s1	O[C@H](C(O)=O)C1=CC=CC=C1	Mandelic acid
HMDB00510	C6H11NO4	161.0688078	OYIFNHCXNCRBQI-UHFFFAOYSA-N	1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)	NC(CCCC(O)=O)C(O)=O	Aminoadipic acid
HMDB00130	C8H8O4	168.0422587	IGMNYECMUMZDDF-UHFFFAOYSA-N	1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)	OC(=O)CC1=C(O)C=CC(O)=C1	Homogentisic acid
HMDB29739	C10H10N2O	174.079313	ZOAMBXDOGPRZLP-UHFFFAOYSA-N	1S/C10H10N2O/c11-10(13)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H2,11,13)	OC(=N)CC1=CNC2=CC=CC=C12	1H-Indole-3-acetamide
HMDB29430	C5H12N2O3S	180.056863	SXTAYKAGBXMACB-UHFFFAOYNA-N	1/C5H12N2O3S/c1-11(7,10)3-2-4(6)5(8)9/h4,7H,2-3,6H2,1H3,(H,8,9)	CS(=N)(=O)CCC(N)C(O)=O	Methionine sulfoximine
HMDB00068	C9H13NO3	183.0895433	UCTWMZQNUQWSLP-VIFPVBQESA-N	1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1	CNC[C@H](O)C1=CC=C(O)C(O)=C1	Epinephrine
HMDB03402	C6H10O7	194.0426527	AEMOLEFTQBMNLQ-DTEWXJGMSA-N	1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/t1-,2+,3+,4-,6+/m0/s1	O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O	Pectin
HMDB00639	C6H10O8	210.0375673	DSLZVSRJTYRBFB-DUHBMQHGSA-N	1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/t1-,2+,3+,4-	O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O	Galactaric acid
HMDB00806	C14H28O2	228.2089301	TUNFSRHWOTWDNC-UHFFFAOYSA-N	1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)	CCCCCCCCCCCCCC(O)=O	Myristic acid
HMDB01254	C6H14NO8P	259.0457029	XHMJOUIAFHJHBW-UKFBFLRUSA-N	1S/C6H14NO8P/c7-3-5(9)4(8)2(15-6(3)10)1-14-16(11,12)13/h2-6,8-10H,1,7H2,(H2,11,12,13)/t2-,3-,4-,5-,6+/m1/s1	N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O	Glucosamine 6-phosphate
HMDB00133	C10H13N5O5	283.0916686	NYHBQMYGNKIUIF-UUOKFMHZSA-N	1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1	Guanosine
HMDB02183	C22H32O2	328.2402303	MBMBGCFOFBJSGT-KUBAVDMBSA-N	1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O	Docosahexaenoic acid
HMDB00175	C10H13N4O8P	348.0470999	GRSZFWQUAKGDAV-KQYNXXCUSA-N	1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O	Inosinic acid
HMDB01546	C9H15N3O11P2	403.0181814	ZWIADYZPOWUWEW-XVFCMESISA-N	1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	CDP
HMDB03555	C31H46O2	450.3497807	MBWXNTAXLNYFJB-LKUDQCMESA-N	1S/C31H46O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,18-20,22-24H,9-17,21H2,1-6H3/b25-20+	CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC1=C(C)C(=O)C2=CC=CC=C2C1=O	Vitamin K1
HMDB00302	C15H24N2O17P2	566.0550204	HSCJRCZFDFQWRP-ABVWGUQPSA-N	1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8+,9-,10+,11-,12-,13-,14-/m1/s1	OC[C@H]1O[C@H](O[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O	Uridine diphosphategalactose
HMDB00217	C21H29N7O17P3	744.0832771	XJLXINKUBYWONI-NNYOXOHSSA-O	1S/C21H28N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1-4,7-8,10-11,13-16,20-21,29-31H,5-6H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,39)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O	NADP
HMDB02329	C2H2O4	89.99530855	MUBZPKHOEPUJKR-UHFFFAOYSA-N	1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)	OC(=O)C(O)=O	Oxalic acid
HMDB02006	C3H8N2O2	104.0585775	PECYZEOJVXMISF-REOHCLBHSA-N	1S/C3H8N2O2/c4-1-2(5)3(6)7/h2H,1,4-5H2,(H,6,7)/t2-/m0/s1	NC[C@H](N)C(O)=O	2,3-Diaminopropionic acid
HMDB00134	C4H4O4	116.0109586	VZCYOOQTPOCHFL-OWOJBTEDSA-N	1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	OC(=O)\C=C\C(O)=O	Fumaric acid
HMDB06236	C8H8O	120.0575149	DTUQWGWMVIHBKE-UHFFFAOYSA-N	1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2	O=CCC1=CC=CC=C1	Phenylacetaldehyde
HMDB00805	C5H7NO3	129.0425931	ODHCTXKNWHHXJC-UHFFFAOYSA-N	1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)	OC(=O)C1CCC(=O)N1	Pyrrolidonecarboxylic acid
HMDB11634	C6H17N3	131.1422476	OTBHHUPVCYLGQO-UHFFFAOYSA-N	1S/C6H17N3/c7-3-1-5-9-6-2-4-8/h9H,1-8H2	NCCCNCCCN	Norspermidine
HMDB00306	C8H11NO	137.084064	DZGWFCGJZKJUFP-UHFFFAOYSA-N	1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2	NCCC1=CC=C(O)C=C1	Tyramine
HMDB00182	C6H14N2O2	146.1055277	KDXKERNSBIXSRK-YFKPBYRVSA-N	1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1	NCCCC[C@H](N)C(O)=O	L-Lysine
HMDB29659	C8H8O3	152.0473441	SULYEHHGGXARJS-UHFFFAOYSA-N	1S/C8H8O3/c1-5(9)7-3-2-6(10)4-8(7)11/h2-4,10-11H,1H3	CC(=O)C1=C(O)C=C(O)C=C1	2',4'-Dihydroxyacetophenone
HMDB03447	C10H11NO	161.084064	MBBOMCVGYCRMEA-UHFFFAOYSA-N	1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2	OCCC1=CNC2=CC=CC=C12	Tryptophanol
HMDB01336	C8H8O4	168.0422587	CFFZDZCDUFSOFZ-UHFFFAOYSA-N	1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)	OC(=O)CC1=CC=C(O)C(O)=C1	3,4-Dihydroxybenzeneacetic acid
HMDB00893	C8H14O4	174.0892089	TYFQFVWCELRYAO-UHFFFAOYSA-N	1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	OC(=O)CCCCCCC(O)=O	Suberic acid
HMDB00143	C6H12O6	180.0633881	WQZGKKKJIJFFOK-PHYPRBDBSA-N	1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	D-Galactose
HMDB00819	C9H13NO3	183.0895433	YNYAYWLBAHXHLL-UHFFFAOYSA-N	1S/C9H13NO3/c1-13-9-4-6(8(12)5-10)2-3-7(9)11/h2-4,8,11-12H,5,10H2,1H3	COC1=CC(=CC=C1O)C(O)CN	Normetanephrine
HMDB00954	C10H10O4	194.0579088	KSEBMYQBYZTDHS-HWKANZROSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COC1=C(O)C=CC(\C=C\C(O)=O)=C1	trans-Ferulic acid
HMDB29881	C6H10O8	210.0375673	DSLZVSRJTYRBFB-UHFFFAOYNA-N	1/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)	OC(C(O)C(O)C(O)=O)C(O)C(O)=O	D-Glucaric acid
HMDB01548	C5H11O8P	230.0191538	KTVPXOYAKDPRHY-SOOFDHNKSA-N	1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/t2-,3-,4-,5?/m1/s1	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	D-Ribose 5-phosphate
HMDB00124	C6H13O9P	260.0297185	GSXOAOHZAIYLCY-HSUXUTPPSA-N	1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/t4-,5-,6-/m1/s1	OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O	Fructose 6-phosphate
HMDB00299	C10H12N4O6	284.0756841	UBORTCNDUKBEOP-UUOKFMHZSA-N	1S/C10H12N4O6/c15-1-3-5(16)6(17)9(20-3)14-2-11-4-7(14)12-10(19)13-8(4)18/h2-3,5-6,9,15-17H,1H2,(H2,12,13,18,19)/t3-,5-,6-,9-/m1/s1	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O	Xanthosine
HMDB00058	C10H12N5O6P	329.0525197	IVOMOUWHDPKRLL-KQYNXXCUSA-N	1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1O	Cyclic AMP
HMDB01160	C23H46O2	354.3497807	XEZVDURJDFGERA-UHFFFAOYSA-N	1S/C23H46O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(24)25/h2-22H2,1H3,(H,24,25)	CCCCCCCCCCCCCCCCCCCCCCC(O)=O	Tricosanoic acid
HMDB00295	C9H14N2O12P2	404.0021969	XCCTYIAWTASOJW-XVFCMESISA-N	1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	Uridine 5'-diphosphate
HMDB00138	C26H43NO6	465.3090381	RFDAIACWWDREDC-MZMBZMQMSA-N	1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15?,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1	[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)CC2C[C@H](O)CC[C@]12C	Glycocholic acid
HMDB00935	C15H22N2O18P2	580.0342849	HDYANYHVCAPMJV-LXQIFKJMSA-N	1S/C15H22N2O18P2/c18-5-1-2-17(15(26)16-5)12-9(22)6(19)4(32-12)3-31-36(27,28)35-37(29,30)34-14-10(23)7(20)8(21)11(33-14)13(24)25/h1-2,4,6-12,14,19-23H,3H2,(H,24,25)(H,27,28)(H,29,30)(H,16,18,26)/t4-,6-,7+,8+,9-,10-,11+,12-,14-/m1/s1	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	Uridine diphosphate glucuronic acid
HMDB00221	C21H30N7O17P3	745.0911021	ACFIXJIJDZMPPO-NCHANQSKSA-N	1S/C21H30N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1,3-4,7-8,10-11,13-16,20-21,29-31H,2,5-6H2,(H2,23,32)(H,36,37)(H,38,39)(H2,22,24,25)(H2,33,34,35)/t10-,11-,13-,14-,15-,16-,20-,21-/m0/s1	NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O	NADPH
HMDB00190	C3H6O3	90.03169406	JVTAAEKCZFNVCJ-REOHCLBHSA-N	1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1	C[C@H](O)C(O)=O	L-Lactic acid
HMDB00097	C5H14NO	104.1075391	OEYIOHPDSNJKLS-UHFFFAOYSA-N	1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1	C[N+](C)(C)CCO	Choline
HMDB00176	C4H4O4	116.0109586	VZCYOOQTPOCHFL-UPHRSURJSA-N	1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-	OC(=O)\C=C/C(O)=O	Maleic acid
HMDB00574	C3H7NO2S	121.0197492	XUJNEKJLAYXESH-REOHCLBHSA-N	1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1	N[C@@H](CS)C(O)=O	L-Cysteine
HMDB33731	C9H7N	129.0578492	SMWDFEZZVXVKRB-UHFFFAOYSA-N	1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H	C1=CC=C2N=CC=CC2=C1	Quinoline
HMDB00223	C4H4O5	132.0058732	KHPXUQMNIQBQEV-UHFFFAOYSA-N	1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)	OC(=O)CC(=O)C(O)=O	Oxalacetic acid
HMDB01065	C8H11NO	137.084064	ULSIYEODSMZIPX-UHFFFAOYSA-N	1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2	NCC(O)C1=CC=CC=C1	2-Hydroxyphenethylamine
HMDB00895	C7H16NO2	146.1181038	OIPILFWXSMYKGL-UHFFFAOYSA-N	1S/C7H16NO2/c1-7(9)10-6-5-8(2,3)4/h5-6H2,1-4H3/q+1	CC(=O)OCC[N+](C)(C)C	Acetylcholine 
HMDB00508	C5H12O5	152.0684735	HEBKCHPVOIAQTA-ZXFHETKHSA-N	1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5-	OC[C@H](O)[C@H](O)[C@H](O)CO	Ribitol
HMDB00062	C7H15NO3	161.1051934	PHIQHXFUZVPYII-ZCFIWIBFSA-N	1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1	C[N+](C)(C)C[C@H](O)CC([O-])=O	L-Carnitine
HMDB01431	C8H12N2O2	168.0898776	NHZMQXZHNVQTQA-UHFFFAOYSA-N	1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3	CC1=C(O)C(CN)=C(CO)C=N1	Pyridoxamine
HMDB00517	C6H14N4O2	174.1116757	ODKSFYDXXFIFQN-BYPYZUCNSA-N	1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1	N[C@@H](CCCN=C(N)N)C(O)=O	L-Arginine
HMDB00169	C6H12O6	180.0633881	WQZGKKKJIJFFOK-QTVWNMPRSA-N	1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	D-Mannose
HMDB01866	C8H8O5	184.0371734	RGHMISIYKIHAJW-UHFFFAOYSA-N	1S/C8H8O5/c9-5-2-1-4(3-6(5)10)7(11)8(12)13/h1-3,7,9-11H,(H,12,13)	OC(C(O)=O)C1=CC=C(O)C(O)=C1	3,4-Dihydroxymandelic acid
HMDB29965	C7H14O6	194.0790382	HOVAGTYPODGVJG-UHFFFAOYNA-N	1/C7H14O6/c1-12-7-6(11)5(10)4(9)3(2-8)13-7/h3-11H,2H2,1H3	COC1OC(CO)C(O)C(O)C1O	Methyl beta-D-glucopyranoside
HMDB01511	C4H10N3O5P	211.035807	DRBBFCLWYRJSJZ-UHFFFAOYSA-N	1S/C4H10N3O5P/c1-7(2-3(8)9)4(5)6-13(10,11)12/h2H2,1H3,(H,8,9)(H4,5,6,10,11,12)	CN(CC(O)=O)C(=N)NP(O)(O)=O	Phosphocreatine
HMDB01389	C13H16N2O2	232.1211778	DRLFMBDRBRZALE-UHFFFAOYSA-N	1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)	COC1=CC2=C(NC=C2CCNC(C)=O)C=C1	Melatonin
HMDB00645	C6H13O9P	260.0297185	HXXFSFRBOHSIMQ-FPRJBGLDSA-N	1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3+,4+,5-,6-/m1/s1	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O	Galactose 1-phosphate
HMDB00827	C18H36O2	284.2715304	QIQXTHQIDYTFRH-UHFFFAOYSA-N	1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)	CCCCCCCCCCCCCCCCCC(O)=O	Stearic acid
HMDB11616	C10H12N5O6P	329.0525197	KMYWVDDIPVNLME-UHFFFAOYSA-N	1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7-6(4(1-16)19-10)20-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)	NC1=NC=NC2=C1N=CN2C1OC(CO)C2OP(O)(=O)OC12	Adenosine 2',3'-cyclic phosphate
HMDB03572	C18H16O8	360.0845175	DOUMFZQKYFQNTF-WUTVXBCWSA-N	1S/C18H16O8/c19-12-4-1-10(7-14(12)21)3-6-17(23)26-16(18(24)25)9-11-2-5-13(20)15(22)8-11/h1-8,16,19-22H,9H2,(H,24,25)/b6-3+/t16-/m1/s1	OC(=O)[C@@H](CC1=CC(O)=C(O)C=C1)OC(=O)\C=C\C1=CC(O)=C(O)C=C1	Rosmarinic acid
HMDB00619	C24H40O5	408.2875744	BHQCQFFYRZLCQQ-OELDTZBJSA-N	1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O	Cholic acid
HMDB01191	C9H15N2O14P3	467.9736127	AHCYMLUZIRLXAA-SHYZEUOFSA-N	1S/C9H15N2O14P3/c12-5-3-8(11-2-1-7(13)10-9(11)14)23-6(5)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,18,19)(H,20,21)(H,10,13,14)(H2,15,16,17)/t5-,6+,8+/m0/s1	O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	Deoxyuridine triphosphate
HMDB30017	C41H56O2	580.428031	PFRQBZFETXBLTP-RCIYGOBDSA-N	1S/C41H56O2/c1-30(2)16-11-17-31(3)18-12-19-32(4)20-13-21-33(5)22-14-23-34(6)24-15-25-35(7)28-29-37-36(8)40(42)38-26-9-10-27-39(38)41(37)43/h9-10,16,18,20,22,24,26-28H,11-15,17,19,21,23,25,29H2,1-8H3/b31-18+,32-20+,33-22+,34-24+,35-28+	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=C(C)C(=O)C2=CC=CC=C2C1=O	Vitamin K2
